Afghanistan,AFG,747.1105472,746.5671184,749.0689675,755.9223882,766.0657067,768.5551798,771.3320324,774.3877325,776.1675385,778.0227028,778.1290643,778.2801775,769.0336031,757.6505684,747.3341122,733.9886554,721.5662466,707.1887744,693.4486633,677.845507,662.6169461,649.7256284,637.161646,626.1621494,616.6693787,608.3015182,601.5117373,597.029332
Albania,ALB,328.8702051,341.01389,332.5505735,321.7097593,308.55295,316.2362117,336.3327086,345.2043365,347.5613609,351.044926,353.4203805,352.6976698,361.2005545,371.0265593,374.9742407,368.3825335,358.763966,339.9289863,336.9151425,328.2437002,322.9100936,319.5234784,316.3276615,314.583768,313.639088,310.4932952,307.1128029,304.1954064
Algeria,DZA,416.8678954,407.9395346,400.9948071,395.3893049,387.1437504,383.0818258,378.4775021,373.3111981,367.0339452,366.4071093,363.3301436,358.6814676,353.6476699,352.4969805,346.7136657,340.4561723,334.1856262,328.0785537,321.7407349,316.0801114,312.1666276,308.2452714,302.601537,298.0269547,293.7284125,289.0245837,282.5895028,278.3638771
Angola,AGO,421.8738108,421.1539117,420.6555984,423.5908461,425.2446106,422.4853938,413.0680629,408.2192284,416.0614424,409.3707482,404.8870281,393.3881564,384.5742667,380.4438021,378.0858457,364.9868885,356.5180644,344.0177959,336.4514903,328.7227314,320.4132892,313.3852881,307.1059837,300.0315406,287.9931483,283.1517212,279.1456211,276.0446488
Antigua and Barbuda,ATG,284.1303374,277.1716541,278.9077203,279.5579366,280.6876197,284.4043621,279.5024269,278.7717712,271.5331776,264.1515269,256.9644427,251.0546163,244.5811072,239.9520151,233.2992444,228.5674653,223.1036539,216.4138204,211.7634875,207.5421784,205.5266885,203.3597535,200.6649608,198.248131,197.8317123,194.3107126,192.8147648,191.5109217
Argentina,ARG,338.4649382,326.0300889,323.3927958,309.9837763,292.8032097,285.948453,279.5169319,272.5404262,269.7047527,268.3925757,251.3762988,247.7226613,247.2713203,245.530243,232.2156095,222.4215719,217.867055,220.5860592,208.6275457,206.3622132,204.9061007,203.1582789,200.3557004,197.9608493,193.1410608,192.1972872,193.129921,191.0321439
Armenia,ARM,480.4609453,508.1881754,537.7509837,548.7459284,546.6350101,537.4344059,528.8819014,506.811507,493.0722623,488.8193015,473.2366718,461.8390436,468.0348103,464.0458839,444.5856946,429.5651993,421.0427737,410.7912115,404.189927,396.2587896,387.9319923,376.022594,364.1050746,351.8896722,345.0186149,341.5349865,339.4902553,341.0098298
Australia,AUS,264.2676796,250.9981206,245.7730784,234.4377899,232.046985,221.8244883,215.197466,205.6400336,195.8757588,186.075744,179.0520373,170.1182159,164.9291651,156.1454267,147.7999109,139.3521241,133.7816914,132.3012377,128.8712486,123.1131932,117.4530038,114.2273622,108.5537152,105.0894904,105.1701382,105.3453639,105.9813916,107.7914246
Austria,AUT,319.188812,316.8317091,310.4775305,306.6487516,296.9657366,291.9490491,288.871439,276.7510066,271.3315742,263.0755891,249.8878739,235.2407434,227.4790577,219.1378707,204.6634993,196.1878342,185.5617095,182.0271114,176.0832285,174.6830498,167.3824172,163.1627367,159.0439176,154.8346461,151.0528967,149.3014859,145.4491869,145.1827142
Azerbaijan,AZE,454.9006692,489.2409609,544.1264649,579.1757962,620.2391921,626.6662779,633.7304702,628.9780466,628.7157789,616.5911525,607.9306242,624.2477729,657.079318,682.4991286,672.4242805,678.4792382,669.1597889,632.7240968,622.4219069,611.7261452,609.1467409,605.503157,594.412966,577.0034179,569.2291432,561.3327654,556.9871227,559.8121168
Bahamas,BHS,299.5264149,293.3069305,291.7449655,294.0155756,295.0924916,294.8762104,298.3582466,280.5227119,268.7803294,274.2869548,266.9669581,267.1203482,258.4418865,248.9908942,250.3908002,243.5117263,246.3091872,238.1828416,239.9959037,243.7502209,242.4644619,242.4396842,237.0113021,235.0365662,235.0962192,236.9815366,236.5669121,235.9542337
Bahrain,BHR,499.8111541,500.2901043,500.3167058,491.4314836,480.3588421,467.0601122,457.4280413,448.1615509,426.6684684,395.219456,354.7452136,326.6440475,306.5230004,302.7516208,290.6635081,265.6803405,239.9666518,225.0882864,208.4913722,192.4355725,182.6155734,176.2334861,168.7495349,161.3976077,156.2139184,154.6740157,152.6510027,151.688959
Bangladesh,BGD,277.1892846,259.1037254,261.5088153,258.9328612,258.2012147,264.257952,264.8914624,266.3690481,267.5172919,272.7723228,286.3775711,296.7806733,307.1150321,321.6026612,334.7010357,350.8627386,361.0466888,373.2564969,379.7371767,376.6876935,376.8674697,356.1783174,336.425331,322.8197517,313.3434137,303.1672671,299.240674,298.0025268
Barbados,BRB,284.9892369,279.6447234,275.4947258,273.1511745,273.192357,260.9518593,249.1283459,245.2520382,234.2111936,221.4936828,212.9108765,201.924889,200.4830625,197.0793196,192.8004657,190.0391537,183.4180379,177.0973793,174.6198329,168.1275651,167.1036026,167.6509352,165.6817932,166.7464478,168.877169,169.6871908,169.703968,170.0496975
Belarus,BLR,448.5199585,460.8115021,474.925653,516.7825206,524.1362495,542.1007904,539.366715,546.8931872,558.1757292,575.3712195,547.0527217,572.5448302,604.9224878,587.1827938,575.867292,584.0631621,562.5600679,533.5044173,529.8612341,532.6357129,532.9338283,536.587719,485.8399025,481.2072631,467.4326747,447.6966924,443.950371,443.1292119
Belgium,BEL,252.8345007,241.7606954,235.273895,228.6839281,221.0692525,214.2974444,208.9595596,203.4372022,199.6588005,194.7615777,191.1850755,184.7890447,182.2470026,177.6423286,167.2329369,160.6304844,150.4110266,147.7222007,144.9872452,140.4508045,134.3033047,131.4916651,129.5659149,126.5404664,119.7165265,119.85083,116.1125772,114.8975564
Belize,BLZ,280.2234463,276.0130814,278.0027127,278.8469649,279.1447233,278.9218421,286.2070463,287.8863857,290.9863824,289.9649106,283.5702234,256.8203624,251.4372417,245.9980465,235.7310702,225.46832,216.3645987,205.5224081,196.5092962,194.2568651,188.9694771,184.5122957,179.8021402,178.1178697,178.3041364,177.827532,177.0287947,176.9572978
Benin,BEN,287.6809368,285.5877656,283.1722035,279.6275835,279.3273368,278.7880051,278.8158328,275.4035259,273.2545571,272.1839636,272.7555114,271.5857925,270.0856633,267.2421054,264.3646065,260.592905,257.7631285,255.1102466,252.736841,251.6935559,250.5105847,250.733684,250.7266906,248.4190148,245.3664264,242.0931607,238.9727221,235.8480671
Bermuda,BMU,325.4933536,305.3487357,295.547557,288.0822283,273.4406376,255.1971213,253.7819711,239.0138811,231.8198704,223.4585682,216.4600155,206.4175278,199.5850856,193.9808967,188.5462926,181.1699997,176.5554079,169.2612498,161.5050598,155.5261567,149.8342182,147.3953568,146.581624,145.3660046,143.5909436,141.5511672,140.4220042,139.5473863
Bhutan,BTN,306.7139818,302.4769968,298.8286136,294.9693935,291.1844304,287.0833604,278.9977747,276.2580774,271.577901,265.9950367,264.7777485,260.6859477,256.2137765,253.7726723,250.5271152,248.3184066,244.6611762,241.8801815,239.0700441,237.5100906,235.0587515,232.628458,230.1100156,227.8163513,225.3158678,222.7243013,219.9492361,217.0658416
Bolivia,BOL,345.6189596,341.7710772,334.6277987,328.782738,318.6776417,310.2464304,301.4209765,294.1991108,282.8212364,272.8648128,262.306528,252.5795991,247.4133053,240.446894,235.4084784,231.7947662,226.9466499,225.2840884,222.5691468,220.0410975,217.6800239,215.3710361,213.0479856,210.8598389,208.9231587,207.1962928,205.5858608,204.2990306
Bosnia and Herzegovina,BIH,421.9438756,449.8413839,466.4128284,475.7020816,473.266155,462.9936896,439.9522066,412.4295888,382.8354198,377.1138002,369.0830901,362.5983965,354.2464642,339.965951,333.4760998,339.48237,337.5255518,348.324992,337.2964286,344.7581939,342.1082225,339.5564155,334.6851614,334.4964807,334.0659877,338.9084359,333.7344441,329.6345668
Botswana,BWA,292.1030859,286.0660972,279.048538,269.2496151,257.6920168,245.7761215,232.8033633,224.392439,219.4387202,217.8449513,220.990096,225.402793,233.0650051,240.4640857,244.7957585,245.5007855,244.5341827,242.1734637,253.4542063,260.2091957,261.2581214,262.3706377,258.3527673,256.1545171,254.2255651,250.077789,241.8905058,237.3720115
Brazil,BRA,341.7957337,326.8401601,321.4503071,320.8344363,311.4148118,298.9036138,285.7843985,273.269285,266.4299897,258.5138698,248.8339569,242.1365632,236.6688579,233.0854431,227.5654696,217.0501045,211.6905171,206.5524365,201.991299,198.4519346,195.5421421,192.2607713,186.653743,182.4662127,178.0147677,175.9413357,176.6136944,177.9605843
Brunei,BRN,373.0825274,367.8157878,359.3318445,348.0446475,337.8600724,326.1813093,314.1906627,298.3026762,288.8976767,278.0210467,269.2371564,262.0073431,255.9067752,249.9988676,243.2070278,236.1474466,229.8481628,224.2638098,219.1366469,216.2187822,212.2082688,210.3746605,208.3361436,206.3624142,204.129722,202.3457255,201.4845801,201.2846201
Bulgaria,BGR,575.4879191,568.2735388,580.6142929,585.2001862,602.1041096,611.1568684,620.0493719,647.5895038,622.9789837,592.108673,594.9702104,584.8408954,577.975627,560.1817323,542.2571799,534.6587139,529.0488396,512.3670657,492.8906962,477.9615585,471.6960763,461.4118249,445.3815601,431.9586275,442.944012,432.011518,426.0956894,424.6880606
Burkina Faso,BFA,248.8088015,245.2768723,244.2067993,243.5464724,243.7759502,243.5345338,243.8267664,245.5650809,245.5565139,255.7677433,263.5228726,271.1720876,281.4951464,277.9659716,277.945675,278.218395,279.3612929,279.6333469,280.0049802,282.0725582,280.2482712,279.2169196,279.6887775,278.8667757,277.4883184,275.2914914,272.4182306,269.0484653
Burundi,BDI,508.0027819,499.8363487,492.7292343,488.5089904,482.9775505,481.7497476,479.1098714,470.1255931,458.4616312,442.4246506,429.0907496,407.6885399,391.9663422,379.5384628,370.2257173,361.2193725,348.396856,337.3972198,328.6146565,321.0395177,317.0039503,313.4533235,309.8407407,305.6670412,301.6340607,298.4789963,294.9723255,293.0676517
Cambodia,KHM,426.7133114,421.8523923,417.6328807,415.3263336,412.4240699,408.6817212,402.5684358,395.8739688,389.3767784,382.5888864,375.8963959,366.2877233,356.5419282,346.7905731,337.7784448,328.5129112,319.017419,311.1789713,303.7469841,297.5214273,292.1625468,287.36846,282.9461127,279.140119,276.3573918,274.2152306,272.3827565,270.8921854
Cameroon,CMR,276.5633052,277.2497021,279.3669054,281.5606957,282.9545577,284.226357,286.7504151,291.1995984,294.7955101,298.6762991,304.8354485,304.1661972,303.708133,302.9851215,302.8921864,303.1529076,300.1157624,296.5769094,292.3333357,288.4709636,284.2885412,279.2153807,273.7570006,267.7385488,261.7221711,256.1282426,250.5943336,244.6605172
Canada,CAN,221.4983052,214.5147768,209.2098436,207.2027106,202.7208507,199.5540158,194.5466299,188.8525013,183.747033,177.6338081,169.801501,162.7271872,157.4048397,151.9981044,144.2948906,138.6636778,131.2082684,128.0611219,124.4497479,119.0095057,113.3616447,109.0682648,108.1467099,104.8800866,106.4622018,107.302811,105.953204,105.5992804
Cape Verde,CPV,227.0174491,226.5160926,224.8185686,223.3684379,220.7177347,215.5500429,210.7693326,203.5281748,199.2224915,198.8416246,198.3541002,197.0980932,196.3557575,195.2724853,194.346029,193.8709792,193.5901983,191.1389304,190.4052398,189.6476782,188.8948406,188.2539465,187.5643769,186.1392378,184.525652,182.9646281,183.5097377,182.2187698
Caribbean Small States,CSS,330.2565,323.0725079,322.00921,321.8391378,316.3815383,310.6167416,302.1615554,288.7673794,282.7179636,274.7733092,263.0705992,257.6665409,245.8720666,244.6428109,244.3845384,242.8829351,234.1330212,231.4792888,231.5208929,230.2525303,227.4874982,220.2950303,220.8026092,223.0386508,225.1265316,227.4423209,228.9959339,227.3708521
Central African Republic,CAF,494.915539,493.8298474,488.2686977,492.8260904,490.4513848,485.5750703,487.6963402,483.7953065,482.5400241,480.1847089,475.160644,471.2356717,468.5582734,465.2370801,461.1814108,457.6961314,455.5882002,453.128313,450.7133727,449.8535364,449.9550511,448.0680804,444.1785079,445.3755487,444.5943948,443.605548,440.7928165,435.7265417
Chad,TCD,286.3922064,280.878233,279.8447122,280.6702058,279.5137279,278.7990625,284.0270118,286.863012,288.9467864,292.3797245,294.6621648,295.6594783,296.8841815,298.5391404,296.4798636,292.0040287,290.0410897,291.3985931,292.596739,293.8994426,295.244663,294.483801,292.8465953,289.2614626,287.2985242,285.0531592,283.4846649,280.9954659
Chile,CHL,258.6761667,235.3884454,220.9760548,219.1225749,213.5431451,207.6062868,199.8394353,192.3150039,189.9781635,186.5037497,175.2292698,175.6468807,167.3967943,167.860072,164.7283473,157.6295726,152.175515,149.2650379,141.1611721,143.5020013,143.5549802,137.5582498,134.5104719,132.7627922,128.2850326,127.0565738,126.623873,127.9929128
China,CHN,332.3384655,328.2541017,320.5756989,314.5939693,308.2797538,301.4501842,297.2881518,293.2122914,291.5942667,287.913612,289.2221892,289.2823595,292.6430016,297.7753918,297.3182764,290.1975357,277.0194942,271.5015418,273.8711671,279.4100934,283.83266,284.0113944,280.5498859,271.8287122,271.1663371,271.1418888,268.0772492,261.8991235
Colombia,COL,266.7834865,273.218232,270.5639389,261.1820153,260.9625166,260.0228682,251.1502412,222.7421681,208.1210938,201.8230602,195.3817844,190.1408846,198.0657064,183.6971308,178.5563319,170.907686,169.919765,161.4554991,156.9041058,153.2298909,146.5683158,136.7838238,132.4048674,128.4023286,125.6791871,125.6327056,125.0976799,124.2397879
Comoros,COM,430.7115455,424.6030384,417.8882836,411.7055106,407.003799,400.867643,393.6415405,386.2114986,374.3309,358.495629,347.2534301,333.510999,322.1729127,311.5094433,303.061153,295.5318013,290.2201951,284.3999351,281.5765148,277.8206376,274.3454652,272.565457,270.2106926,268.2238154,266.5605711,264.7805458,263.0311942,261.5161285
Congo,COG,503.3561159,492.2198054,487.8098524,488.1543849,500.413873,513.2783019,510.0657291,508.0844949,492.6794977,488.529679,485.4698629,457.2733235,440.6125237,432.3086726,426.7286313,427.1942319,408.1433453,399.84041,390.3860572,383.7722436,383.9512648,367.7472541,362.4705721,355.4335841,354.159436,355.7912262,345.6893546,344.0941659
Costa Rica,CRI,222.1577159,221.6844218,220.6347896,217.0112315,220.5245597,218.9893214,202.8454631,189.9516483,184.5364598,182.5004718,170.8838085,167.3367447,159.5957359,156.5169498,153.907822,141.7805204,141.5584577,124.6049264,124.5825026,123.1617815,132.9113175,128.3783558,127.0397857,125.5240833,125.6536798,129.9302258,136.8901866,137.9732135
Cote d'Ivoire,CIV,349.6392776,349.5958223,352.2792247,358.433495,363.5922216,369.8184397,370.0561623,367.9700675,368.2759746,370.1304731,373.3193484,372.9294862,370.3506061,369.0117874,367.56406,365.449511,363.6756203,358.3248549,351.2499399,344.4578852,339.4691226,334.9583622,331.8478776,327.8072847,323.2328467,317.2701357,310.1642037,303.7401117
Country,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Croatia,HRV,462.6788939,444.9841464,425.9254072,417.1105557,408.0348238,407.4447769,414.2229806,417.5596525,408.386878,400.408548,378.8752814,369.9480489,371.9003375,373.7035028,352.130769,347.5543705,340.7619583,343.2151009,338.345393,317.5806447,308.912145,297.8889101,287.9292173,271.7611049,270.2572199,275.851414,257.1541933,253.7820763
Cyprus,CYP,284.7034384,281.9818679,277.3936985,270.6845082,265.4812744,262.068934,263.5772561,270.7369849,272.1048861,270.3544811,268.5848334,261.2136435,255.4852871,249.6553433,242.9274114,231.39473,219.9087162,208.7955265,194.4084863,183.1494394,171.418277,161.9521071,154.1645319,149.3500156,146.5939735,144.1677312,142.0852052,141.1707921
Czech Republic,CZE,530.3376176,506.4323896,488.227487,466.9929709,454.2327786,451.9129806,427.1453446,421.4437448,400.9095447,389.8596531,380.200997,368.9604357,361.0094769,362.4390663,340.2025431,327.6540313,307.6242863,296.3549468,289.4651028,279.2687269,268.1608348,261.2768833,255.0736922,247.7253149,236.2921375,234.9350149,229.2269347,227.484904
Denmark,DNK,308.7856479,297.4030982,294.2389751,291.9183933,282.741646,273.433479,258.0964669,241.9799838,224.9695247,224.8665303,208.6808273,205.5503776,202.5224493,192.8619484,181.0568117,168.7966126,165.0359627,160.0550897,150.3219363,145.3191037,138.5618615,129.2064182,123.7471435,119.6810424,114.5940634,112.4520458,113.6297929,114.767297
Djibouti,DJI,352.9849027,354.5201905,356.2371784,355.9430646,356.4136278,355.8587544,354.3001393,351.4967714,346.5711177,338.434095,330.4435665,321.7541974,315.258572,308.999205,303.7489242,297.0259753,292.2594151,288.1996681,283.336132,279.9790791,276.4172226,272.5446714,269.4192307,266.2792036,264.9037902,262.1242815,260.3391731,258.0370688
Dominica,DMA,291.6047137,289.0270408,286.4838349,283.3620234,279.4668326,273.9565821,269.2205151,259.5232644,250.994859,244.8230604,237.2352208,231.7674454,227.3153386,226.1956187,224.0669142,221.1463623,219.8373982,217.3497147,214.1782545,212.8968414,213.8843332,217.6279649,222.4317076,225.8035086,230.0868279,229.757195,228.6739684,227.3759739
Dominican Republic,DOM,251.9659653,241.7139591,233.2371915,230.6257093,222.6356626,218.9023237,218.2683423,217.7796604,217.7553218,216.924545,210.5410189,209.7459233,210.8675061,216.5125071,223.3550328,227.9653107,233.6503336,232.0785104,231.7355108,232.1918296,234.3249795,232.5872367,240.337009,251.5840964,262.2084002,269.4831033,271.4305633,266.6530364
Ecuador,ECU,208.9253101,219.8113569,216.1468036,208.6359987,200.4980702,187.3555929,187.4985817,175.7535086,176.716241,175.8923975,171.9786967,161.9034351,170.8743714,173.0717669,172.3751557,175.3002252,173.5126859,170.5705752,166.1897646,159.6948205,157.0639755,155.3874757,152.1424599,146.4863634,143.4002313,141.4746809,141.8466954,140.4477892
El Salvador,SLV,237.7727718,234.3082623,239.2762652,235.1927364,237.4836882,214.2096793,209.4362535,194.8853144,187.2882652,183.1042595,175.6369327,172.3541357,169.1363034,171.4346174,177.7383389,179.3034386,174.0173147,179.8824033,172.7638794,176.0687579,170.6302029,170.2624939,161.1912288,163.5420463,171.2515337,171.680186,169.1991926,167.2945016
Equatorial Guinea,GNQ,533.612508,528.7063128,518.4198465,513.576822,508.7926051,503.3480666,491.7259166,449.3592665,421.0158659,395.7070616,367.87845,337.4847809,309.5248739,294.8838763,276.7255889,263.0251238,257.4452675,247.9161716,240.5267427,234.2717463,227.4270045,221.1332521,216.8066956,211.8542552,208.1030396,206.5315314,205.1367503,202.812061
Eritrea,ERI,512.6689312,517.8688617,505.5336895,491.8264504,481.7315337,453.9728132,459.2832553,443.9815389,428.1817954,412.0641788,389.6172574,389.9205656,381.1421486,375.4395852,370.2619325,362.7719586,361.7003597,356.7065854,352.5359508,348.3402026,346.4383761,340.9149353,334.8274664,329.1927323,324.1290684,323.7581905,317.4691021,311.1095382
Estonia,EST,548.3042719,557.6458865,545.6099028,575.0288242,606.5823242,572.2664573,514.8616417,502.0881436,513.2294623,484.9798596,472.7945416,477.2554645,458.1921271,439.5959061,419.4308364,404.8586666,394.4630263,385.6036771,360.1613372,343.5088511,316.7473952,305.6447433,296.1914797,283.1585241,275.2915575,261.3363487,258.3996351,255.5693033
Eswatini,SWZ,362.4370353,356.3101858,347.7242264,338.6819689,337.0741808,341.4506266,346.7411297,347.5615182,361.0500059,377.25221,404.6249357,420.6506939,438.7920355,445.0816062,449.8747674,453.6195242,446.5402533,440.3391552,438.3575152,435.3513891,427.7443195,415.2129866,406.7726289,396.8881554,381.1986989,362.5340176,346.9089682,333.4355757
Ethiopia,ETH,402.7525106,399.1851889,397.1431725,392.9861089,387.9864528,380.6615098,368.6348867,357.9563597,345.547183,332.3747244,318.1848752,305.0795581,292.7966557,283.5790828,274.9238071,264.3635538,255.5508234,245.6227193,236.1570323,226.5897423,216.2544516,208.891808,202.2596951,195.0444921,190.8936739,187.697079,184.7659254,182.6344309
Fiji,FJI,465.696983,468.7338255,470.5388767,473.7259182,483.2108588,488.8924853,499.5143569,522.9260043,515.4418504,522.7116574,518.1547256,502.2462273,498.1271663,486.1858495,465.4895307,458.0557492,458.0215161,454.6719042,454.2383689,445.1526543,441.5644969,432.6726853,428.9719813,425.5688839,422.0867804,418.3935319,415.3742577,412.8204196
Finland,FIN,336.3231601,321.4380057,315.3656211,307.2951045,286.5766876,282.9619554,269.3456415,262.3391678,253.443891,246.9269142,240.7000441,230.3948182,225.2391527,217.1878873,210.7104587,202.7471011,194.6133953,192.0920549,187.2509216,182.7411006,177.8675487,170.8164319,166.3230107,161.4916351,155.3771513,150.917071,151.9963157,153.5066472
France,FRA,192.7293808,186.0084038,179.6809983,175.2786079,169.063412,165.3450062,161.1072173,155.0598865,154.2197584,150.3767623,144.7393834,141.9786996,139.352141,135.5528242,124.542051,121.498717,116.7717162,112.3668446,110.0826622,107.8884873,104.1536289,101.1826825,98.41531233,94.56984849,90.36320254,89.49956065,86.92194569,86.06042893
